cycle_id,total_seed,total_harvested,survival_rate,ABW,total_feed,pond_area,density,biomass_g,biomass_kg
6319,122000,68522.38,56.16588524590165,10.81111111111111,1721.5,1064.0,149.6563222032471,74080306.37777779,74080.30637777779
6431,180000,64500.0,35.833333333333336,5.13,1308.6,1000.0,255.0877192982456,33088500.000000004,33088.50000000001
6627,200000,80600.0,40.3,4.28,1229.5,810.0,354.64982116072457,34496800.0,34496.8
6628,200000,185010.0,92.505,3.96,1549.5,810.0,483.0714552936777,73263960.0,73263.96
6952,60000,72000.0,100.0,4.873333333333334,543.22,216.0,516.0548715610274,29240000.000000004,29240.000000000004
7020,90000,37625.0,41.80555555555556,4.8,235.9,310.0,158.53494623655914,18060000.0,18060.0
7130,185000,216600.0,100.0,5.0,1694.0,600.0,564.6666666666666,92500000.0,92500.0
7156,400000,257853.0,64.46325,3.05,1778.0,650.0,896.8474148802019,78645165.0,78645.165
7273,75000,44858.83,59.81177333333334,11.2,700.0,300.0,208.33333333333331,50241889.6,50241.8896
7276,75000,41410.3,55.21373333333334,11.2,700.0,300.0,208.33333333333331,46379536.0,46379.536
7277,75000,32432.5,43.24333333333333,11.2,700.0,300.0,208.33333333333331,36324399.99999999,36324.399999999994
7289,75000,28989.0,38.652,11.2,700.0,200.0,312.5,32467680.0,32467.68
7293,75000,45295.0,60.39333333333333,11.2,700.0,200.0,312.5,50730399.99999999,50730.399999999994
7303,75000,38622.0,51.496,11.2,700.0,300.0,208.33333333333331,43256639.99999999,43256.63999999999
7605,524394,247090.84,47.11931105237665,7.667142857142857,7154.86,1000.0,933.1846469163404,189448076.89714286,189448.07689714286
7606,756750,134474.13,17.769954410307236,8.576666666666666,6247.6,1000.0,728.4415079673533,115333978.83000001,115333.97883000001
7615,374040,263789.80000000005,70.52448935942681,6.986,4133.0,3117.0,189.80166667263677,184283554.28000003,184283.55428000004
7616,401280,290205.10000000003,72.31985147527912,6.612,4548.8,3344.0,205.7300485994726,191883612.12000003,191883.61212000003
7617,424080,252186.9,59.46682229767968,5.09,3567.3,3534.0,198.3148822051961,128363132.1,128363.13209999999
7622,138321,97760.4,70.67646995033292,9.44625,2304.2,1096.0,222.561573404655,92346917.84999998,92346.91784999998
7876,257040,187116.88,72.79679427326487,10.884117647058824,4356.4,1000.0,400.2529319569799,203660213.56705886,203660.21356705885
7897,100000,99925.0,99.925,4.36,636.05,725.0,201.2179689971528,43567300.0,43567.3
7991,320855,433934.67999999993,100.0,12.205,9394.0,2000.0,384.8422777550184,391603527.5,391603.5275
7992,400642,558118.4099999999,100.0,12.64,11922.0,2500.0,377.27848101265823,506411488.0,506411.488
7993,402985,487982.23999999993,100.0,11.517142857142858,11714.0,2500.0,406.8370131481022,464123581.42857146,464123.5814285715
7995,13664,14326.38,100.0,10.18875,381.2,80.0,467.672678198994,13921908.000000002,13921.908000000001
7996,11956,11996.73,100.0,11.55375,379.3,1000.0,32.82916801904143,13813663.5,13813.6635
7997,56364,51601.55,91.55054644808745,8.581999999999999,707.9,1000.0,82.48659986017246,44284450.21,44284.45021
7998,23912,22348.03,93.4594764135162,13.444444444444445,725.7,1000.0,53.977685950413225,30045684.77777777,30045.68477777777
7999,23912,28709.95,100.0,13.0725,1221.6,1000.0,93.44807802639129,31258962.0,31258.962
8000,401809,496235.98,100.0,11.4275,9148.0,2500.0,320.21001968934587,459167234.75,459167.23475
8004,767750,933447.17,100.0,13.03,21816.0,4260.0,393.025845016376,1000378250.0,1000378.25
8005,662300,645356.39,97.44170164577989,10.602857142857143,15196.0,3680.0,389.4561409675114,684262160.9400002,684262.1609400002
8006,277500,327378.1,100.0,13.534285714285716,8452.0,1540.0,405.5117354674036,375576428.5714286,375576.4285714286
8007,655830,623425.5,95.05900919445588,13.656666666666666,16220.0,3640.0,326.2907461101262,851391424.5,851391.4245
8008,614250,637363.6,100.0,11.91375,14169.0,3410.0,348.76776538112546,731802093.75,731802.09375
8010,483840,525117.6000000001,100.0,13.84625,12841.0,2680.0,346.04444600146326,669936960.0,669936.96
8011,469900,488778.02,100.0,14.8325,13476.0,2600.0,349.4405476539304,696979175.0,696979.175
8012,210900,249058.77,100.0,12.96875,6254.0,1170.0,412.1676449387293,273510937.5,273510.9375
8013,320050,283913.17000000004,88.7090048429933,13.645,9943.0,1780.0,409.3774317464108,387399520.4650001,387399.52046500007
8014,90720,117918.41999999998,100.0,14.12142857142857,3215.5,1000.0,227.70359129994944,128109600.0,128109.6
8092,120000,52625.0,43.85416666666666,3.1500000000000004,606.0,1000.0,192.3809523809524,16576874.999999996,16576.874999999996
8259,597864,469939.8000000001,78.60312713259204,7.716666666666666,8129.7,2500.0,421.4099352051837,362636879.0,362636.879
8265,681750,374388.42,54.91579317931793,6.716666666666666,8038.7,2500.0,478.7315136476427,251464222.1,251464.22209999998
8266,496200,131007.34,26.40212414349053,11.226,7308.8,2500.0,260.4240156778906,147068839.884,147068.83988400002
8292,100000,102750.0,100.0,5.0,653.2,810.0,161.28395061728395,50000000.0,50000.0
8293,100000,23975.0,23.975,4.033333333333334,329.8,810.0,100.94888276706456,9669916.666666668,9669.916666666668
8475,60000,106420.0,100.0,6.09,352.6,1500.0,38.59879584017515,36540000.0,36540.0
8578,250000,173760.0,69.504,4.616666666666666,959.0,2000.0,103.86281588447656,80219200.0,80219.2
8716,120000,131000.0,100.0,4.12,851.5,625.0,330.6796116504854,49440000.0,49440.0
8985,320000,189368.6452,59.177701625,20.348387096774196,8124.9,2000.0,199.64481610653135,385334649.65212905,385334.64965212904
8988,20000,24900.0,100.0,3.7,60.0,2022.0,8.019889325527307,7400000.0,7400.0
9057,120000,93420.0,77.85,3.7,859.0,636.0,365.0348461669216,34565400.0,34565.4
9058,75000,75485.0,100.0,6.099999999999999,312.0,2000.0,25.573770491803284,45749999.99999999,45749.99999999999
9090,312500,258448.58532000004,82.70354730240001,10.542857142857144,6515.8,2500.0,247.2119241192412,272478651.38022864,272478.65138022864
9091,312500,238565.93892,76.3411004544,10.876428571428573,6270.8,2500.0,230.61982005647857,259474539.42391717,259474.5394239172
9093,312500,269248.89354,86.1596459328,10.177142857142858,6885.8,2500.0,270.6378439079169,274018445.3684229,274018.44536842295
9094,250000,189446.11616,75.778446464,10.06785714285714,4796.2,1600.0,297.74210713018806,190731643.3767999,190731.6433767999
9095,312500,252482.63115,80.794441968,10.453571428571427,6840.5,2500.0,261.7478647078921,263934521.9200178,263934.5219200178
9096,312500,215789.7636,69.05272435200001,12.486428571428572,6749.8,2500.0,216.22836222184085,269444346.9636858,269444.3469636858
9097,312500,227871.5279,72.918888928,11.37,6488.8,2500.0,228.27792436235703,259089927.2223,259089.9272223
9098,312500,251747.4691,80.559190112,9.692142857142857,6694.5,2500.0,276.2856511165156,243997243.4441357,243997.2434441357
9100,250000,204925.06448,81.970025792,9.86357142857143,5223.6,2000.0,264.79252661307845,202129301.1003086,202129.3011003086
9101,312500,228742.71010000003,73.19766723200001,10.493571428571428,6811.5,2500.0,259.6446804165816,240032796.71993575,240032.79671993575
9102,180000,185764.88926,100.0,12.289,5182.0,1600.0,263.54870209130115,221201999.99999997,221201.99999999997
9103,180000,196916.7199,100.0,11.791,5077.0,1600.0,269.1141548638792,212238000.00000003,212238.00000000003
9104,247000,228335.76049,92.44362772874494,14.384,6645.0,2000.0,230.98581757508344,328438157.888816,328438.157888816
9105,309475,292795.08165,94.61025338072542,11.097,7096.0,2500.0,255.7808416689196,324914702.107005,324914.702107005
9106,247500,235102.9521,94.99109175757576,9.831,5197.0,2000.0,264.3169565659648,231129712.20951,231129.71220951
9399,120000,41325.0,34.4375,4.195,525.0,1000.0,125.14898688915376,17335837.5,17335.8375
9545,257400,61963.67800000001,24.07291297591298,9.898,1882.7,1526.0,124.64622769549536,61331648.48440001,61331.648484400015
9545,257400,61963.67800000001,24.07291297591298,9.898,1882.7,1526.0,124.64622769549536,61331648.48440001,61331.648484400015
9545,257400,61963.67800000001,24.07291297591298,9.898,1882.7,1526.0,124.64622769549536,61331648.48440001,61331.648484400015
9545,257400,61963.67800000001,24.07291297591298,9.898,1882.7,1526.0,124.64622769549536,61331648.48440001,61331.648484400015
9585,82000,53500.0,65.2439024390244,6.66,569.1,1500.0,56.96696696696697,35631000.0,35631.0
9877,125000,109573.0,87.6584,7.465,717.0,2000.0,48.02411252511721,81796244.5,81796.2445
9921,70000,20965.0,29.95,4.58,294.2,725.0,88.60111429001657,9601970.0,9601.97
9984,50000,55936.0,100.0,11.3,800.0,700.0,101.13780025284449,56500000.0,56500.0
9989,60000,33160.0,55.266666666666666,6.279999999999999,819.0,1000.0,130.41401273885353,20824480.0,20824.48
9993,100000,76288.0,76.288,16.1,1795.0,2500.0,44.59627329192547,122823680.00000001,122823.68000000002
9996,40000,26676.0,66.69,11.2,491.5,1000.0,43.88392857142857,29877119.999999996,29877.119999999995
9998,75000,11130.0,14.84,6.0625,555.0,1000.0,91.5463917525773,6747562.5,6747.5625
10000,100000,79200.0,79.2,3.6,560.0,1000.0,155.55555555555557,28512000.0,28512.0
10004,210000,242063.25,100.0,3.85,4685.639,3700.0,328.9321867321867,80850000.0,80850.0
10005,75000,70980.79999999999,94.64106666666665,4.6,1412.557,1000.0,307.07760869565215,32651167.999999993,32651.167999999994
10009,100000,126856.0,100.0,5.0,764.75,1200.0,127.45833333333331,50000000.0,50000.0
10010,100000,126320.0,100.0,16.46,2604.75,900.0,175.8302956662616,164600000.0,164600.0
10025,25000,28500.0,100.0,4.0,407.886,700.0,145.67357142857142,10000000.0,10000.0
10026,25000,28500.0,100.0,3.8,233.119,700.0,87.63872180451128,9500000.0,9500.0
10027,30000,34500.0,100.0,3.95,306.11,300.0,258.32067510548524,11850000.0,11850.0
10028,55000,59359.0,100.0,10.0,892.705,606.0,147.31105610561056,55000000.0,55000.0
10029,45000,52458.0,100.0,11.1,891.969,800.0,100.44695945945946,49950000.0,49950.0
10030,100000,84745.0,84.745,9.0,1776.869,1000.0,197.4298888888889,76270500.0,76270.5
10031,50000,77999.4,100.0,13.506666666666666,775.814,1020.0,56.31307705708147,67533333.33333333,67533.33333333333
10042,180000,208223.0,100.0,8.6,4079.5,2200.0,215.6183932346723,154800000.0,154800.0
10043,120000,143474.0,100.0,8.135,2765.0,1400.0,242.7781192378611,97620000.0,97620.0
10044,110000,117743.0,100.0,8.36625,3422.5,1200.0,340.9034314457891,92028750.00000001,92028.75000000001
10046,40000,30339.0,75.8475,13.539999999999996,515.0,1000.0,38.03545051698672,41079005.99999998,41079.00599999998
10070,320000,222239.2738,69.4497730625,17.48193548387097,9267.5,2000.0,265.0593239103959,388517264.6553936,388517.2646553936
10071,320000,199817.9964,62.443123875000005,18.893870967741936,8257.5,2000.0,218.52324529203872,377533544.10143226,377533.54410143226
10072,320000,209932.3511,65.60385971875,17.686333333333334,8852.6,2000.0,250.2666842571477,371293353.90049666,371293.3539004967
10191,50000,15833.0,31.666,8.27,279.0,100.0,337.36396614268443,13093891.0,13093.891
10195,100000,62173.26,62.17326,16.406666666666666,2475.0,1000.0,150.85331166192603,102005595.24,102005.59524
10196,90000,64281.25,71.42361111111111,15.491666666666667,1500.0,1000.0,96.82625067240453,99582369.79166667,99582.36979166667
10197,130000,84731.52,65.17809230769231,14.9,2425.0,1000.0,162.75167785234902,126249964.80000001,126249.96480000002
10198,90000,41353.36,45.94817777777778,11.434,1225.0,1000.0,107.13661011019764,47283431.824,47283.431824
10200,90000,15303.6,17.004,7.5475,550.0,1000.0,72.8718118582312,11550392.100000001,11550.392100000001
10201,60000,49088.1,81.81349999999999,7.0200000000000005,1126.9,1000.0,160.52706552706553,34459846.199999996,34459.84619999999
10203,90000,44300.0,49.22222222222222,8.814285714285715,1450.0,249998.0,0.6580279546612384,39047285.71428572,39047.28571428572
10241,80000,70122.0,87.6525,7.95,1050.3,1100.0,120.10291595197252,55746990.00000001,55746.990000000005
10242,80000,76140.0,95.175,13.766666666666667,1510.4,700.0,156.73469387755102,104819400.0,104819.4
10258,40000,19780.2,49.450500000000005,3.6225,239.4,972.0,67.99069601001969,7165377.450000001,7165.377450000001
10358,150000,183480.0,100.0,2.075,690.5,650.0,511.9555143651529,31125000.000000004,31125.000000000004
10366,80000,113918.0,100.0,11.15875,1714.5,600.0,256.0770695642433,89270000.0,89270.0
10367,120000,135650.0,100.0,8.705,1575.5,1200.0,150.82328163890483,104460000.0,104460.0
10371,67000,255960.0,100.0,2.5,1081.0,800.0,540.5,16750000.0,16750.0
10400,275000,224484.0,81.63054545454546,12.706,6094.5,1000.0,479.6552809696206,285229370.40000004,285229.3704
10408,100000,115500.0,100.0,3.73,649.8,644.0,270.51104857375987,37300000.0,37300.0
10414,100000,32250.0,32.25,9.47,1551.3,1000.0,163.8120380147835,30540750.000000004,30540.750000000004
10703,260000,106044.9298,40.78651146153847,10.85875,5618.0,2600.0,198.988763050004,115151538.14657502,115151.53814657503
10704,300000,136630.022,45.543340666666666,11.45142857142857,6546.0,2600.0,219.8583602026716,156460893.7645714,156460.8937645714
10705,230000,102190.6031,44.430697,10.897142857142857,4391.0,3000.0,134.31655305016605,111358560.06382857,111358.56006382857
10706,210000,76946.72260000001,36.64129647619048,8.911428571428571,3715.0,2098.0,198.7037227778574,68570522.22554287,68570.52222554287
10710,220000,79332.5579,36.06025359090909,9.855,3688.0,2200.0,170.10285503436188,78182235.81045002,78182.23581045002
10711,240000,86921.079,36.21711625,11.78625,4352.0,2400.0,153.85159260437658,102447356.736375,102447.356736375
10712,220000,79856.2366,36.29828936363637,10.73625,3928.0,2200.0,166.3015061548069,85735652.01967502,85735.65201967502
10713,180000,52105.01969999999,28.94723316666666,10.23,3153.0,1800.0,171.22841316389702,53303435.15309999,53303.43515309999
10714,250000,66103.9436,26.44157744,11.974285714285717,4737.0,1000.0,395.5977093772369,79154750.75074288,79154.75075074288
10718,91334,102148.7,100.0,14.683333333333332,1954.2,800.0,166.36208853575485,134108756.66666666,134108.75666666665
10719,72314,77000.14,100.0,14.916666666666666,1849.1,600.0,206.6033519553073,107868383.33333333,107868.38333333333
10737,150000,145124.0,96.74933333333333,7.3225,1653.4,600.0,376.3286673494936,106267048.99999999,106267.04899999998
10759,120000,37851.0,31.5425,7.557142857142857,1100.0,1000.0,145.5576559546314,28604541.42857143,28604.54142857143
10763,100000,124355.0,100.0,6.88,1050.0,500.0,305.2325581395349,68800000.0,68800.0
10764,20000,18166.0,90.83,4.2,174.15,86.0,482.1428571428571,7629720.0,7629.72
10771,375183,264132.5628,70.40099439473538,9.592,6363.9,1340.0,495.1187556794841,253355954.23776004,253355.95423776004
10772,431181,328033.96300000005,76.07801897578976,8.436666666666666,7001.6,1540.0,538.8968992287839,276751320.11766666,276751.3201176667
10984,70000,11250.0,16.071428571428573,6.925,226.0,1000.0,32.63537906137184,7790625.0,7790.625
10985,100000,54000.0,54.0,2.3,401.0,1000.0,174.3478260869565,12419999.999999998,12419.999999999998
11017,50000,65312.1,100.0,10.322222222222225,1243.0,1000.0,120.41980624327232,51611111.11111112,51611.11111111112
11042,100000,25340.68,25.34068,4.733333333333333,325.0,1100.0,62.419974391805376,11994588.533333333,11994.588533333334
11044,110000,49500.0,45.0,5.266666666666667,425.4,2000.0,40.38607594936708,26070000.0,26070.0
11080,188700,33920.0,17.975622681505037,4.633333333333333,575.0,1500.0,82.73381294964028,15716266.666666668,15716.266666666668
11081,115600,16128.0,13.951557093425606,5.825,626.1,1100.0,97.71361685524776,9394560.000000002,9394.560000000001
11149,70000,43750.0,62.5,5.1,306.45,1500.0,40.05882352941177,22312500.0,22312.5
11168,70000,68500.0,97.85714285714285,10.838571428571427,880.45,1500.0,54.15535345547209,74244214.28571427,74244.21428571428
11225,90000,29597.65,32.88627777777778,4.876,700.0,800.0,179.45036915504517,14431814.14,14431.81414
11304,150000,73700.0,49.13333333333333,3.735,647.5,1000.0,173.36010709504683,27526950.0,27526.95
11317,30000,26260.0,87.53333333333333,8.5,235.6,300.0,92.3921568627451,22321000.0,22321.0
11338,55000,45167.600000000006,82.1229090909091,4.775,624.167,625.0,209.1449633507853,21567529.000000004,21567.529000000002
11339,55000,39462.0,71.74909090909091,4.125,549.9110000000001,625.0,213.29881212121217,16278075.000000002,16278.075000000003
11340,25000,26087.0,100.0,7.12,491.401,120.0,575.1416198501872,17800000.0,17800.0
11341,25000,23560.0,94.24,6.375,541.08,120.0,707.294117647059,15019500.0,15019.5
11342,100000,54245.0,54.245,12.15,1309.5,1200.0,89.81481481481481,65907674.99999999,65907.67499999999
11345,172000,50150.0,29.156976744186046,9.824,824.1,1000.0,83.8864006514658,49267360.0,49267.36
11346,120000,71000.0,59.16666666666666,3.9275,750.5,1200.0,159.24039889666878,27885249.999999996,27885.249999999996
11347,10000,8400.0,84.0,3.3,15.5,1200.0,3.9141414141414144,2772000.0,2772.0
11352,80000,22484.0,28.105000000000004,5.033333333333333,738.5,800.0,183.4023178807947,11316946.666666668,11316.946666666669
11422,20000,22500.0,100.0,6.6,70.0,4000.0,2.6515151515151514,13200000.0,13200.0
11423,40000,10000.0,25.0,5.0,19.0,1200.0,3.1666666666666665,5000000.0,5000.0
11424,100000,58750.0,58.75,4.2,216.5,1500.0,34.36507936507936,24675000.0,24675.0
11509,90000,20000.0,22.22222222222222,5.125,368.0,1000.0,71.8048780487805,10250000.0,10250.0
11544,100000,33720.0,33.72,4.983333333333333,779.0,1200.0,130.26755852842808,16803800.0,16803.8
11545,70000,32005.0,45.721428571428575,9.0,788.0,1500.0,58.37037037037037,28804500.000000004,28804.500000000004
11609,134335,92345.05,68.74236051661889,15.89,3055.4,2000.0,96.14222781623664,146736284.45,146736.28444999998
11618,115000,46000.0,40.0,4.3,448.0,3210.0,32.45671230891835,19780000.0,19780.0
11632,100000,92669.6,92.6696,8.9,1586.1,1200.0,148.51123595505618,82475944.0,82475.944
11637,30000,21650.0,72.16666666666667,7.256666666666667,97.9,600.0,22.485071198897568,15710683.333333334,15710.683333333334
11638,90000,60641.7,67.37966666666667,6.0200000000000005,725.0,1000.0,120.43189368770764,36506303.400000006,36506.303400000004
11639,90000,24716.0,27.46222222222222,8.481428571428571,725.0,900.0,94.9787584451556,20962698.857142854,20962.698857142856
11675,150000,101155.0,67.43666666666667,8.48,818.0,2000.0,48.2311320754717,85779440.0,85779.44
11680,50000,47594.0,95.188,5.866666666666667,504.1,612.0,140.40218360071302,27921813.333333336,27921.813333333335
11741,100000,17040.0,17.04,7.734285714285714,625.0,1000.0,80.80901366826745,13179222.857142854,13179.222857142855
11773,50000,12705.0,25.41,4.4,331.0,700.0,107.46753246753246,5590200.000000001,5590.200000000001
11774,92000,117047.0,100.0,13.92875,1498.0,500.0,215.09467827335547,128144500.0,128144.5
11775,16070,18324.54,100.0,13.38,296.0,86.0,257.2391976917996,21501660.0,21501.66
11777,100000,41800.0,41.8,5.2,437.5,800.0,105.16826923076924,21736000.0,21736.0
11789,70000,65700.0,93.85714285714286,21.3525,1524.0,735.0,97.1066333101558,140285925.0,140285.925
11797,100000,54100.0,54.1,6.234,296.0,1500.0,31.654368516736177,33725940.0,33725.94
11808,150000,163034.0,100.0,12.89,2562.0,2200.0,90.34487622540377,193350000.0,193350.0
11922,132000,152493.6284,100.0,11.682857142857143,4205.3,1293.0,278.3872828029552,154213714.28571427,154213.71428571426
11923,299200,355365.6095,100.0,13.304444444444444,10753.73,2793.0,289.39528304882566,398068977.77777773,398068.9777777777
11926,272800,268377.4494,98.37883042521992,11.1075,8228.17,2593.0,285.683012810247,298100251.9210499,298100.2519210499
11927,299200,368881.6765,100.0,12.261111111111113,10476.73,2896.0,295.0511869566197,366852444.4444445,366852.4444444445
11928,310500,280973.94920000003,90.49080489533011,8.768888888888888,7037.21,2951.0,271.94854184489594,246382934.1207111,246382.93412071108
11929,651200,787220.2193,100.0,13.74888888888889,23540.0,6253.0,273.8107075986749,895327644.4444447,895327.6444444447
11930,352000,404632.4748,100.0,14.57,12930.0,3314.0,267.7851373242777,512864000.0,512864.0
11931,183500,146622.3883,79.90320888283378,11.064285714285717,4393.53,1768.0,224.59906990059267,162227199.6262143,162227.1996262143
12021,80000,71470.0,89.3375,15.3925,1180.0,4200.0,18.25255032986071,110010197.50000001,110010.19750000001
12025,200000,119110.0,59.555,10.57,3201.5,2000.0,151.44276253547778,125899270.0,125899.27
12046,100000,41440.0,41.44,4.5,450.0,1100.0,90.90909090909092,18648000.0,18648.0
12065,436888,429692.509,98.3530124425482,17.595454545454547,13070.3,2400.0,309.50938603289416,756063501.0631819,756063.5010631819
12067,436888,418441.0,95.77763637362436,17.96090909090909,13128.6,2400.0,304.5642050918662,751558076.090909,751558.076090909
12072,270240,263109.11,97.36127516281825,18.99090909090909,9259.2,1500.0,325.0397319291527,499668118.90000004,499668.11890000006
12131,120000,33300.0,27.750000000000004,1.5,98.2,800.0,81.83333333333333,4995000.000000001,4995.000000000001
12163,30000,34651.0,100.0,11.407142857142857,420.4,1000.0,36.85410144020037,34221428.57142857,34221.428571428565
12323,40000,18768.0,46.92,4.02,200.0,972.0,51.184407182196026,7544735.999999999,7544.735999999999
12324,90000,44716.5,49.685,2.515,225.0,1000.0,89.46322067594434,11246199.750000002,11246.199750000002
12325,90000,56653.8,62.94866666666668,4.125,549.3,900.0,147.95959595959596,23369692.500000004,23369.692500000005
12332,130000,118427.4,91.098,3.9075,925.0,1000.0,236.72424824056307,46275506.550000004,46275.506550000006
12336,100000,91270.0,91.27,5.2725,489.5,1500.0,61.89347241978821,48122107.5,48122.1075
12341,80000,89148.55,100.0,4.625,1319.3,490.0,582.1511307225594,37000000.0,37000.0
12347,69000,51051.6,73.98782608695652,7.706,1406.6,300.0,608.4436369928194,39340362.96,39340.36296
12348,69000,32538.4,47.15710144927536,5.996,1163.25,300.0,646.6811207471648,19510024.64,19510.02464
12349,69000,39616.5,57.41521739130435,6.212,722.4,300.0,387.6368319381842,24609769.8,24609.769800000002
12350,69000,45725.22,66.2684347826087,5.996,1122.5,300.0,624.0271291972425,27416841.912,27416.841912
12351,600000,188089.95,31.348325,5.3375,3383.65,300.0,2113.1303669008585,100393010.8125,100393.0108125
12353,66000,30025.84,45.49369696969697,2.99,1827.66,300.0,2037.52508361204,8977726.16,8977.72616
12354,66000,32181.02,48.759121212121215,5.25,1713.66,300.0,1088.0380952380954,16895035.500000004,16895.035500000005
